,donorID,donate_7662,probability
82,129171,0.0,0.48927977624883096
83,135592,0.0,0.2980156325488809
84,134625,0.0,0.2906891963424364
85,101112,0.0,0.21159685322271982
86,115541,0.0,0.43607481109378243
87,117581,1.0,0.5682165038062528
88,105378,0.0,0.27636051604233786
89,102661,0.0,0.4023634235876308
90,107960,0.0,0.47982646750693037
91,122968,0.0,0.15402949900493954
92,120026,0.0,0.4804695837899207
93,122244,0.0,0.4447678583507201
94,128645,0.0,0.40809468115029873
95,133355,0.0,0.16965931777322288
96,115905,1.0,0.9562916403506367
97,117502,0.0,0.3054472055637011
98,116338,1.0,0.5854351858194342
99,127497,1.0,0.8291641408891901
100,125673,0.0,0.22360526058328806
101,114453,1.0,0.610864616211051
102,123338,1.0,0.5062706550999098
103,143900,1.0,0.6869172087765604
104,132439,1.0,0.6598423675495141
105,109393,1.0,0.5326798033592453
106,128763,0.0,0.22978867504010883
107,133177,0.0,0.2834701415906729
108,124227,0.0,0.14378293797623404
109,110430,0.0,0.20006715930872165
110,126070,1.0,0.7802752268854581
111,103038,0.0,0.14505944896095374
112,140029,1.0,0.59396960185699
113,125784,1.0,0.5157284159404035
114,123829,0.0,0.46289102124183124
115,100711,1.0,0.5245323837153478
116,104178,0.0,0.21754124057945007
117,127045,0.0,0.4716715206686351
118,109694,1.0,0.8082407148885097
119,122069,0.0,0.4023634235876308
120,106310,0.0,0.1937604930865059
121,122041,1.0,0.5595421863064357
122,115706,0.0,0.33585281117153004
123,113290,0.0,0.2693621718106049
124,100556,1.0,0.5333211291360336
125,133029,0.0,0.3054472055637011
126,139558,1.0,0.7242597941370951
127,130931,0.0,0.23609108485449995
128,142127,0.0,0.13242216645371926
129,116669,1.0,0.59396960185699
130,119194,0.0,0.24251192456796122
131,130875,1.0,0.8027141691169644
132,135370,0.0,0.35209400057693974
133,116520,1.0,0.5259343931426539
134,139370,1.0,0.5854351858194342
135,127695,0.0,0.3855219569168656
136,117497,1.0,0.6598423675495141
137,109328,0.0,0.26247676725548824
138,122865,0.0,0.17843736606940444
139,113674,1.0,0.6518810487317634
140,139537,0.0,0.4974525146592932
141,138496,1.0,0.7200648997872846
142,136521,0.0,0.18366721905541888
143,130420,0.0,0.17882240929359028
144,106548,0.0,0.21754124057945007
145,115251,0.0,0.13242216645371926
146,135629,0.0,0.24905045720263375
147,115788,1.0,0.5762201408389575
148,135068,0.0,0.38491177140919086
149,124642,0.0,0.2693621718106049
150,134467,0.0,0.20006715930872165
151,122703,1.0,0.9310506125324822
152,131575,1.0,0.5501938011325599
153,129204,0.0,0.4368906611969137
154,102874,0.0,0.4023634235876308
155,109978,0.0,0.1890150893356312
156,111174,0.0,0.2980156325488809
157,133071,1.0,0.7090895396654489
158,100789,1.0,0.7946309106985799
159,108569,1.0,0.6518810487317634
160,101757,0.0,0.22978867504010883
161,143951,0.0,0.38949287580638664
162,107102,1.0,0.5501938011325599
163,111014,0.0,0.4804695837899207
164,137752,0.0,0.17843736606940444
165,144358,1.0,0.8760694024940531
166,124514,0.0,0.14505944896095374
167,103311,0.0,0.42742087540460694
168,144060,0.0,0.2872501039526158
169,128133,0.0,0.37659511914711524
170,101994,0.0,0.27636051604233786
171,136426,1.0,0.7174263906021471
172,128219,1.0,0.6192160312269587
173,104928,0.0,0.2693621718106049
174,138999,1.0,0.772029918903072
175,118484,0.0,0.32061579597718964
176,118000,1.0,0.5157284159404035
177,113192,0.0,0.3683505500673855
178,143537,0.0,0.2870037779861502
179,113080,0.0,0.23609108485449995
180,112140,0.0,0.21754124057945007
181,135345,0.0,0.3361730666332825
182,137972,0.0,0.17843736606940444
183,114553,1.0,0.5405281457671743
184,136775,1.0,0.7764782955698638
185,144146,0.0,0.44471148159012874
186,142829,0.0,0.3152288360109486
187,130339,1.0,0.8291776332113995
188,142848,0.0,0.2828159658764655
189,131863,0.0,0.46289102124183124
190,104526,0.0,0.3129814732344043
191,105255,1.0,0.8570937784787553
192,115762,0.0,0.3855219569168656
193,112460,0.0,0.36077616826114584
194,119099,1.0,0.5768491803822874
195,119667,0.0,0.22360526058328806
196,100511,0.0,0.37659511914711524
197,127449,0.0,0.20577218153298077
198,139447,0.0,0.4974525146592932
199,139738,1.0,0.8291641408891901
200,101287,0.0,0.4367085181046865
201,116260,0.0,0.48927977624883096
202,137623,0.0,0.23609108485449995
203,133160,1.0,0.7970683378645826
204,135925,1.0,0.9198094777027699
205,116988,0.0,0.4017440097463452
206,117021,1.0,0.7854178475944369
207,122096,0.0,0.23609108485449995
208,116670,0.0,0.45041480386712063
209,101433,0.0,0.4622504991284448
210,118574,1.0,0.6357048376242537
211,120340,0.0,0.44540422041495564
212,137092,0.0,0.4814763474407789
213,134262,0.0,0.3361730666332825
214,121195,1.0,0.610864616211051
215,101716,0.0,0.17843736606940444
216,108156,1.0,0.5508313587632596
217,137366,0.0,0.44185989047375557
218,133589,1.0,0.5238897623193836
219,105570,0.0,0.3361730666332825
220,132894,0.0,0.21754124057945007
221,125068,1.0,0.6518810487317634
222,105218,0.0,0.22335921666431865
223,105087,0.0,0.21754124057945007
224,107054,1.0,0.6677144227202397
225,100637,0.0,0.3601821914084137
226,137591,0.0,0.48927977624883096
227,143280,1.0,0.850451059568715
228,119869,0.0,0.2693621718106049
229,131105,0.0,0.2938956291442554
230,126850,1.0,0.8686855874180404
231,125507,1.0,0.7794130590896371
232,121197,0.0,0.4017440097463452
233,102947,1.0,0.506914674810581
234,140832,1.0,0.6438339746923181
235,114359,0.0,0.2834701415906729
236,120529,1.0,0.5245323837153478
237,131698,1.0,0.7408911453432916
238,123433,0.0,0.41025055836549784
239,123831,0.0,0.47982646750693037
240,102523,1.0,0.9219920398755602
241,130942,0.0,0.4194384119352153
242,127266,1.0,0.6598423675495141
243,139997,0.0,0.18366721905541888
244,117958,0.0,0.20577218153298077
245,105075,0.0,0.39391118167599226
246,109244,1.0,0.6357048376242537
247,121524,0.0,0.48927977624883096
248,127012,0.0,0.3283473375623063
249,105939,1.0,0.6438339746923181
250,107578,1.0,0.6693286234567591
251,129093,0.0,0.2834701415906729
252,127255,0.0,0.4534948407775138
253,144403,0.0,0.14948902727809812
254,131984,0.0,0.3129814732344043
255,128234,1.0,0.6357048376242537
256,111159,0.0,0.22360526058328806
257,120483,1.0,0.5682165038062528
258,106581,1.0,0.6754938938017158
259,135957,0.0,0.16344818614517495
260,129182,0.0,0.16344818614517495
261,136383,1.0,0.59396960185699
262,106099,0.0,0.4017440097463452
263,114644,0.0,0.12452521666650986
264,110412,0.0,0.15868214968061575
265,129155,0.0,0.2834701415906729
266,134032,0.0,0.47982646750693037
267,126839,1.0,0.59396960185699
268,129283,1.0,0.8695720937477297
269,125637,0.0,0.3054472055637011
270,121702,1.0,0.5245323837153478
271,111087,0.0,0.21159685322271982
272,117715,0.0,0.37659511914711524
273,127350,1.0,0.7200648997872846
274,133653,0.0,0.21754124057945007
275,130857,0.0,0.14073940595085974
276,140863,1.0,0.7970683378645826
277,118295,1.0,0.5245323837153478
278,105208,0.0,0.41087408016001215
279,106671,0.0,0.4017440097463452
280,108257,1.0,0.8785661202856441
281,142403,0.0,0.24169810659381802
282,138882,0.0,0.26247676725548824
283,101752,0.0,0.488635958706601
284,125243,0.0,0.4280515523300366
285,124500,0.0,0.27636051604233786
286,130294,1.0,0.7913029433051348
287,126889,1.0,0.6394278262355216
288,130306,0.0,0.3283473375623063
289,120379,0.0,0.15402949900493954
290,131295,0.0,0.36638044887068644
291,109494,1.0,0.5362371511838528
292,124470,1.0,0.5829354034345047
293,121706,0.0,0.26247676725548824
294,108032,0.0,0.488635958706601
295,107151,0.0,0.1890150893356312
296,101841,1.0,0.5508313587632596
297,116097,0.0,0.20577218153298077
298,143797,0.0,0.38888038285025256
299,118450,1.0,0.5508313587632596
300,117054,0.0,0.3129814732344043
301,135153,1.0,0.7408911453432916
302,103528,1.0,0.6024476329149584
303,128949,0.0,0.1890150893356312
304,139471,0.0,0.3361730666332825
305,118088,1.0,0.8082407148885097
306,126046,0.0,0.4017440097463452
307,109717,0.0,0.13652747357880937
308,104615,1.0,0.5845230262589071
309,141200,0.0,0.23609108485449995
310,123467,0.0,0.2870079221927429
311,143904,1.0,0.7700213868192072
312,140718,1.0,0.5157284159404035
313,111594,0.0,0.32061579597718964
314,115678,0.0,0.4804695837899207
315,120058,0.0,0.4017440097463452
316,123599,0.0,0.42742087540460694
317,137543,0.0,0.2336239102709974
318,135923,0.0,0.4804695837899207
319,125351,1.0,0.5682165038062528
320,142734,1.0,0.6085846870714133
321,105827,0.0,0.24251192456796122
322,134964,0.0,0.307286180915527
323,120855,1.0,0.8527186246671857
324,133660,1.0,0.7443535512747749
325,142264,1.0,0.5753230632535623
326,106649,0.0,0.255705769451402
327,143944,1.0,0.6869172087765604
328,130721,0.0,0.16344818614517495
329,139182,1.0,0.5508313587632596
330,111148,1.0,0.8530725268701466
331,108517,0.0,0.2980156325488809
332,123569,1.0,0.5420892409219117
333,132938,0.0,0.2906891963424364
334,140351,0.0,0.4085562892708238
335,141619,0.0,0.32061579597718964
336,137667,1.0,0.7415079480138407
337,124985,0.0,0.20577218153298077
338,102864,1.0,0.7732887383996124
339,142220,0.0,0.48927977624883096
340,131277,1.0,0.6754938938017158
341,109209,0.0,0.3240054049056343
342,135630,0.0,0.3054472055637011
343,131571,0.0,0.4194384119352153
344,103106,0.0,0.255705769451402
345,126814,0.0,0.2980156325488809
346,136445,0.0,0.23609108485449995
347,125603,1.0,0.6907627616676194
348,118167,0.0,0.26247676725548824
349,120912,1.0,0.6982464845219972
350,109782,1.0,0.6274975084878074
351,134425,1.0,0.5589070919320416
352,118727,0.0,0.26247676725548824
353,116533,1.0,0.5062706550999098
354,134830,1.0,0.5854351858194342
355,133772,0.0,0.21754124057945007
356,132363,0.0,0.4447678583507201
357,110765,1.0,0.9123734314013409
358,128897,0.0,0.22360526058328806
359,106838,1.0,0.9324145933187702
360,107502,0.0,0.24905045720263375
361,135935,1.0,0.5074034315902763
362,117088,0.0,0.3601821914084137
363,122179,1.0,0.5854351858194342
364,113190,0.0,0.22360526058328806
365,135711,0.0,0.25374456581941285
366,122690,1.0,0.59396960185699
367,122876,1.0,0.5326798033592453
368,131543,1.0,0.7854178475944369
369,130938,1.0,0.5536145426877979
370,112576,1.0,0.7056262784773726
371,103348,0.0,0.21159685322271982
372,142806,0.0,0.49519360122226
373,113129,1.0,0.5062706550999098
374,111104,0.0,0.12842194414126973
375,122233,0.0,0.3689502296497937
376,140234,1.0,0.506914674810581
377,144350,0.0,0.19448157726731308
378,119773,0.0,0.3601821914084137
379,106231,0.0,0.22978867504010883
380,125961,1.0,0.6152306592967302
381,107145,1.0,0.8136483866356886
382,129895,0.0,0.21159685322271982
383,119750,0.0,0.23609108485449995
384,113196,0.0,0.23646262619576483
385,104294,0.0,0.4804788787045596
386,142508,1.0,0.5976346508272068
387,110194,0.0,0.39391118167599226
388,118979,1.0,0.6456790851998339
389,108992,0.0,0.4367085181046865
390,141740,1.0,0.75924803489915
391,131071,0.0,0.2980156325488809
392,140389,0.0,0.2906891963424364
393,109720,0.0,0.15402949900493954
394,124858,0.0,0.2834701415906729
395,124588,0.0,0.2693621718106049
396,129512,1.0,0.7376432328908384
397,127145,0.0,0.22978867504010883
398,124531,1.0,0.5828255327058571
399,106464,1.0,0.5185866592325699
400,107515,0.0,0.37659511914711524
401,114394,0.0,0.3932962167210801
402,103464,1.0,0.5333211291360336
403,137215,0.0,0.18366721905541888
404,102078,0.0,0.2693621718106049
405,110982,1.0,0.6654233153099457
406,132577,1.0,0.745762159539861
407,115944,0.0,0.2834701415906729
408,132228,1.0,0.6754938938017158
409,114362,1.0,0.6255976026640329
410,105341,0.0,0.12842194414126973
411,103090,0.0,0.48195014978675743
412,102456,1.0,0.6867877872545401
413,136106,1.0,0.6024476329149584
414,125101,0.0,0.2693621718106049
415,103626,0.0,0.3129814732344043
416,135341,0.0,0.33252454188151964
417,140634,1.0,0.5420892409219117
418,141451,0.0,0.17843736606940444
419,128076,1.0,0.6945804934792243
420,137358,0.0,0.2552412637408508
421,136225,0.0,0.20577218153298077
422,118357,1.0,0.8027141691169644
423,127811,0.0,0.3968039376921093
424,138136,1.0,0.5290404692039263
425,129713,0.0,0.14505944896095374
426,133427,0.0,0.24251192456796122
427,142684,1.0,0.9350066072235258
428,139974,0.0,0.2055726962688683
429,128114,0.0,0.36161989550698953
430,126479,0.0,0.45413347639856394
431,133414,0.0,0.22978867504010883
432,141936,0.0,0.19448157726731308
433,102160,0.0,0.24905045720263375
434,105935,0.0,0.38491177140919086
435,119747,1.0,0.6192160312269587
436,107050,0.0,0.14073940595085974
437,103843,0.0,0.30796807213087735
438,123751,1.0,0.5333211291360336
439,128504,0.0,0.22360526058328806
440,106696,1.0,0.7034841639025726
441,111443,1.0,0.64324292793835
442,114519,1.0,0.6268950621653208
443,141827,0.0,0.2418067921555479
444,102599,1.0,0.6274975084878074
445,108696,0.0,0.4280515523300366
446,113442,0.0,0.26247676725548824
447,141363,1.0,0.6598423675495141
448,143104,0.0,0.3022902774136208
449,101949,1.0,0.7675868168106859
450,138106,1.0,0.7271196294746537
451,140920,1.0,0.6864616512484113
452,129380,1.0,0.610864616211051
453,112855,0.0,0.41087408016001215
454,138682,0.0,0.22360526058328806
455,114636,1.0,0.7606829389749498
456,118116,0.0,0.3361730666332825
457,131535,0.0,0.3361730666332825
458,114191,1.0,0.6910150155229651
459,113553,0.0,0.23609108485449995
460,123505,1.0,0.5768491803822874
461,133919,0.0,0.3601821914084137
462,112296,0.0,0.14948902727809812
463,132175,1.0,0.889533371665266
464,115955,1.0,0.610864616211051
465,113954,1.0,0.5157284159404035
466,114447,1.0,0.8344642412994202
467,136886,0.0,0.14073940595085974
468,131492,0.0,0.24251192456796122
469,138486,1.0,0.8937628963160281
470,102306,1.0,0.59396960185699
471,127334,0.0,0.35209400057693974
472,144605,0.0,0.46289102124183124
473,115578,1.0,0.8003946750208155
474,126826,0.0,0.19448157726731308
475,112723,0.0,0.20006715930872165
476,105706,0.0,0.18366721905541888
477,107367,1.0,0.5675842510930906
478,123201,1.0,0.8832624655369098
479,131781,0.0,0.23609108485449995
480,101437,0.0,0.4716715206686351
481,107005,1.0,0.5022675212860598
482,101898,1.0,0.7200648997872846
483,100085,0.0,0.47243059975329654
484,143755,0.0,0.3896359670949007
485,112065,1.0,0.506914674810581
486,133415,0.0,0.15402949900493954
487,117595,1.0,0.6274975084878074
488,105436,0.0,0.17843736606940444
489,117484,0.0,0.39391118167599226
490,115013,0.0,0.40450085997538127
491,123153,0.0,0.16344818614517495
492,143270,1.0,0.921395666353996
493,131787,0.0,0.3855219569168656
494,123511,0.0,0.47102950377014446
495,126234,0.0,0.19448157726731308
496,134297,1.0,0.7056262784773726
497,109960,0.0,0.20577218153298077
498,102621,0.0,0.2693621718106049
499,143663,0.0,0.2590184171493545
500,139924,0.0,0.18366721905541888
501,108791,0.0,0.4023634235876308
502,110086,1.0,0.506914674810581
503,113575,0.0,0.40518509472508585
504,139969,1.0,0.6024476329149584
505,136000,0.0,0.16344818614517495
506,110648,1.0,0.7271196294746537
507,107865,0.0,0.13242216645371926
508,129542,1.0,0.8575596119450652
509,116609,0.0,0.22360526058328806
510,132585,0.0,0.46289102124183124
511,106319,0.0,0.3361730666332825
512,106031,0.0,0.22978867504010883
513,105499,0.0,0.3855219569168656
514,111337,0.0,0.43944348344057643
515,120197,1.0,0.5157284159404035
516,128139,0.0,0.2018799345261449
517,111364,0.0,0.24251192456796122
518,101877,1.0,0.7340622324189706
519,101995,1.0,0.610864616211051
520,107425,0.0,0.22978867504010883
521,138505,0.0,0.1457212402490363
522,103289,1.0,0.6690890619360668
523,115232,1.0,0.5675842510930906
524,120729,0.0,0.2906891963424364
525,103366,0.0,0.4804695837899207
526,140159,0.0,0.4716715206686351
527,116056,1.0,0.6274975084878074
528,134113,1.0,0.873167114922316
529,137192,1.0,0.533580135461207
530,124192,0.0,0.2904223197830415
531,128545,0.0,0.20006715930872165
532,102683,0.0,0.4017440097463452
533,144141,1.0,0.9082828329591283
534,125813,1.0,0.7408911453432916
535,115205,0.0,0.2498054699638712
536,105818,0.0,0.18366721905541888
537,132977,0.0,0.3855219569168656
538,100131,0.0,0.22978867504010883
539,132462,1.0,0.695817280667823
540,136324,0.0,0.23609108485449995
541,104608,0.0,0.14948902727809812
542,141779,0.0,0.1890150893356312
543,114008,1.0,0.7443190793647662
544,128934,0.0,0.3439519809623532
545,119054,1.0,0.6357048376242537
546,143822,0.0,0.26584580180903394
547,120271,1.0,0.8844442332941715
548,113636,0.0,0.2980156325488809
549,100584,0.0,0.2906891963424364
550,115732,1.0,0.506914674810581
551,113201,1.0,0.549626444672925
552,138698,0.0,0.35209400057693974
553,101360,0.0,0.4188111327997864
554,108039,0.0,0.4017440097463452
555,123837,1.0,0.802937418602269
556,111404,0.0,0.3932962167210801
557,137792,1.0,0.6694168690531369
558,104067,1.0,0.5595421863064357
559,114657,0.0,0.13652747357880937
560,128067,0.0,0.14073940595085974
561,117995,0.0,0.4804695837899207
562,104026,1.0,0.5414496044556457
563,119231,0.0,0.12452521666650986
564,119687,0.0,0.24251192456796122
565,130618,0.0,0.15868214968061575
566,115480,0.0,0.20006715930872165
567,122807,1.0,0.6754938938017158
568,144139,0.0,0.2149085733833761
569,143372,1.0,0.5150595842141625
570,111806,1.0,0.5508313587632596
571,107353,0.0,0.2677921216976023
572,103285,0.0,0.4367085181046865
573,126676,0.0,0.23609108485449995
574,121993,0.0,0.24905045720263375
575,100004,1.0,0.7200648997872846
576,136887,0.0,0.14505944896095374
577,128703,1.0,0.506914674810581
578,102105,0.0,0.43182816713671274
579,108617,0.0,0.20577218153298077
580,126523,0.0,0.22978867504010883
581,105053,0.0,0.3772002056619751
582,143473,1.0,0.8166228335184663
583,135560,1.0,0.7854178475944369
584,141542,0.0,0.45413347639856394
585,139889,1.0,0.6024476329149584
586,115852,1.0,0.8291641408891901
587,122820,0.0,0.35209400057693974
588,123586,0.0,0.32061579597718964
589,115496,0.0,0.48927977624883096
590,138807,0.0,0.3932962167210801
591,103770,0.0,0.3125878490719306
592,136538,0.0,0.10362737038478999
593,125136,0.0,0.21161340487449107
594,135888,0.0,0.3729016452292687
595,107437,1.0,0.8317149031525157
596,138383,0.0,0.48927977624883096
597,131777,0.0,0.39391118167599226
598,132496,0.0,0.47102950377014446
599,132848,1.0,0.6486217847240019
600,109943,0.0,0.2834701415906729
601,121967,0.0,0.13652747357880937
602,129751,0.0,0.4023634235876308
603,139875,1.0,0.6192160312269587
604,141746,0.0,0.41025055836549784
605,100750,0.0,0.4980966335938835
606,121146,1.0,0.6274975084878074
607,126191,0.0,0.267283032468105
608,110211,0.0,0.17843736606940444
609,114045,0.0,0.14505944896095374
610,142271,0.0,0.3267956453979933
611,109179,0.0,0.16344818614517495
612,126622,0.0,0.19823394439198894
613,134987,0.0,0.14505944896095374
614,134511,0.0,0.18366721905541888
615,141823,0.0,0.4980966335938835
616,130582,1.0,0.7652997492657768
617,127917,0.0,0.39966322996817344
618,120142,0.0,0.2693621718106049
619,105397,1.0,0.7056262784773726
620,122229,1.0,0.5326798033592453
621,142941,0.0,0.4798153050735775
622,105203,1.0,0.7408911453432916
623,113646,0.0,0.48927977624883096
624,111058,0.0,0.26247676725548824
625,131911,1.0,0.5420892409219117
626,112493,1.0,0.6815102531939915
627,129833,1.0,0.7056262784773726
628,122196,0.0,0.3601821914084137
629,109786,0.0,0.4194384119352153
630,144482,1.0,0.5122987384110866
631,104892,0.0,0.18366721905541888
632,140327,0.0,0.4812793749468414
633,135718,0.0,0.23609108485449995
634,115994,0.0,0.24251192456796122
635,116827,0.0,0.488635958706601
636,139158,0.0,0.20006715930872165
637,122245,1.0,0.5420892409219117
638,140621,0.0,0.255705769451402
639,123380,1.0,0.6581769418476567
640,144410,1.0,0.7530422746547673
641,121964,0.0,0.16202043324625526
642,123394,0.0,0.2693621718106049
643,141580,0.0,0.19448157726731308
644,119179,0.0,0.4716715206686351
645,135807,1.0,0.6192160312269587
646,100418,0.0,0.45413347639856394
647,113546,0.0,0.27636051604233786
648,134594,1.0,0.5508313587632596
649,109892,1.0,0.8136483866356886
650,141265,0.0,0.4447678583507201
651,133845,0.0,0.14505944896095374
652,109964,0.0,0.16344818614517495
653,109592,1.0,0.5420892409219117
654,100489,1.0,0.5414496044556457
655,128731,1.0,0.5157284159404035
656,115656,0.0,0.3129814732344043
657,125871,0.0,0.14948902727809812
658,121381,1.0,0.8655190286112112
659,124820,0.0,0.16344818614517495
660,108435,1.0,0.5854351858194342
661,105168,1.0,0.5062706550999098
662,118794,0.0,0.21754124057945007
663,132682,1.0,0.5768491803822874
664,141306,0.0,0.14948902727809812
665,127768,1.0,0.8590123211307604
666,105235,0.0,0.13652747357880937
667,126146,1.0,0.767045204228719
668,109065,0.0,0.21754124057945007
669,113625,0.0,0.20006715930872165
670,128220,0.0,0.4951121882465968
671,117233,1.0,0.8660072615294185
672,124249,0.0,0.255705769451402
673,141615,0.0,0.255705769451402
674,137265,0.0,0.255705769451402
675,111530,0.0,0.22360526058328806
676,123457,1.0,0.5245323837153478
677,112299,0.0,0.3855219569168656
678,142106,1.0,0.5189973793456415
679,114750,1.0,0.6274975084878074
680,130397,1.0,0.7794130590896371
681,121269,0.0,0.3361730666332825
682,105531,0.0,0.24251192456796122
683,140691,0.0,0.4367085181046865
684,118831,1.0,0.5062706550999098
685,118392,0.0,0.3764497281710581
686,144393,1.0,0.6357048376242537
687,115657,0.0,0.17843736606940444
688,106579,1.0,0.7476049948288733
689,143545,0.0,0.23287061765784048
690,105323,0.0,0.35209400057693974
691,117620,0.0,0.41087408016001215
692,137778,0.0,0.4194384119352153
693,111382,0.0,0.4447678583507201
694,102285,0.0,0.24251192456796122
695,139939,1.0,0.7891813851759413
696,143090,1.0,0.5894898406833055
697,116442,1.0,0.6274975084878074
698,133268,0.0,0.488635958706601
699,124490,0.0,0.19448157726731308
700,130263,0.0,0.14948902727809812
701,129617,0.0,0.3473237913759649
702,135757,0.0,0.4017440097463452
703,127233,1.0,0.6192160312269587
704,102560,1.0,0.7742866605420311
705,130905,1.0,0.5906359422759805
706,115109,1.0,0.5639085870870272
707,100081,1.0,0.5762201408389575
708,111937,0.0,0.18366721905541888
709,128311,1.0,0.5326798033592453
710,117480,0.0,0.1890150893356312
711,118754,0.0,0.41087408016001215
712,118358,1.0,0.7913029433051348
713,116095,0.0,0.23609108485449995
714,143626,0.0,0.45464371680678417
715,106522,0.0,0.46289102124183124
716,123776,1.0,0.6598423675495141
717,115391,0.0,0.42742087540460694
718,120730,1.0,0.8136483866356886
719,100655,0.0,0.4716715206686351
720,107173,1.0,0.8241093832724741
721,113576,0.0,0.255705769451402
722,135310,0.0,0.4194384119352153
723,121513,1.0,0.59396960185699
724,141171,1.0,0.6907627616676194
725,122104,1.0,0.7626849357128832
726,139365,0.0,0.4367085181046865
727,129946,0.0,0.17843736606940444
728,116193,0.0,0.20006715930872165
729,142334,1.0,0.5675732746919087
730,125679,0.0,0.27274788161410224
731,101933,0.0,0.3772002056619751
732,119798,0.0,0.2693621718106049
733,142495,0.0,0.2419203569178634
734,123502,0.0,0.16344818614517495
735,108227,0.0,0.14073940595085974
736,102791,1.0,0.7054641959006186
737,120787,0.0,0.24251192456796122
738,102323,1.0,0.8341028768372404
739,103724,1.0,0.8436363064170032
740,119077,1.0,0.610864616211051
741,112487,0.0,0.3054472055637011
742,111586,0.0,0.46289102124183124
743,104487,1.0,0.6265989523227061
744,110608,1.0,0.5540268885137184
745,110397,0.0,0.255705769451402
746,130302,0.0,0.42742087540460694
747,125717,0.0,0.21159685322271982
748,108426,0.0,0.3683505500673855
749,122686,0.0,0.17332481265595623
750,134641,1.0,0.5501938011325599
751,100437,1.0,0.7200648997872846
752,103145,1.0,0.6982464845219972
753,121731,0.0,0.47153085516137055
754,129378,0.0,0.2906891963424364
755,109419,0.0,0.24251192456796122
756,127726,0.0,0.16344818614517495
757,124738,1.0,0.610864616211051
758,143274,1.0,0.6405409142018877
759,116211,0.0,0.2906891963424364
760,123883,0.0,0.41025055836549784
761,138567,0.0,0.41601595711990114
762,115972,0.0,0.3054472055637011
763,132068,1.0,0.7370553150968421
764,118726,0.0,0.3129814732344043
765,122218,0.0,0.24905045720263375
766,117106,1.0,0.7056262784773726
767,106871,0.0,0.2980156325488809
768,103418,0.0,0.13652747357880937
770,119071,0.0,0.4980966335938835
771,139416,0.0,0.23609108485449995
772,114973,0.0,0.4622504991284448
773,138131,1.0,0.6018303805286755
774,113271,1.0,0.7340622324189706
775,128235,0.0,0.3267020035626413
776,122054,0.0,0.3064313211838774
777,113538,0.0,0.14073940595085974
778,101168,1.0,0.699114636140209
779,100975,0.0,0.3361730666332825
